"priority","category","country_code","id","name","religion","denomination","address","amenity","building","lat","lng","tags_raw"
2,"hall_centre_house_site","NZ","w326044990","Mission Hall","christian","nondenominational","1, Tuarangi Road, Grey Lynn, Auckland","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""1"",""addr:street"":""Tuarangi Road"",""addr:suburb"":""Grey Lynn"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""nondenominational"",""name"":""Mission Hall"",""ref:linz:address_id"":""1094584"",""religion"":""christian"",""start_date"":""1920""}"
2,"hall_centre_house_site","NZ","n7270965010","Mosaic Community Church","christian","pentecostal","374, Rangitikei Street, Palmerston North, 4410","place_of_worship","","-40.3465","175.6048","{""addr:city"":""Palmerston North"",""addr:housenumber"":""374"",""addr:postcode"":""4410"",""addr:street"":""Rangitikei Street"",""amenity"":""place_of_worship"",""denomination"":""pentecostal"",""name"":""Mosaic Community Church"",""note"":""Queen Elizabeth College"",""religion"":""christian"",""website"":""https://www.mosaiccc.nz/""}"
2,"hall_centre_house_site","NZ","n3700505525","Mount Albert Islamic Centre","muslim","sunni","38, Wairere Avenue, Mount Albert, Auckland, 1025","place_of_worship","","-36.8794","174.7248","{""addr:city"":""Auckland"",""addr:housenumber"":""38"",""addr:postcode"":""1025"",""addr:street"":""Wairere Avenue"",""addr:suburb"":""Mount Albert"",""amenity"":""place_of_worship"",""denomination"":""sunni"",""mobile"":""+64 21 167 7292"",""name"":""Mount Albert Islamic Centre"",""religion"":""muslim"",""website"":""https://mtalbertislamiccentre.org""}"
2,"hall_centre_house_site","NZ","n6655984377","Mount Annan Breakthru Christian Life Centre","christian","pentecostal","28, Findlay Street, Ellerslie, Auckland, 1051","place_of_worship","","-36.8994","174.8111","{""addr:city"":""Auckland"",""addr:housenumber"":""28"",""addr:place"":""Leicester Hall"",""addr:postcode"":""1051"",""addr:street"":""Findlay Street"",""addr:suburb"":""Ellerslie"",""amenity"":""place_of_worship"",""denomination"":""pentecostal"",""name"":""Mount Annan Breakthru Christian Life Centre"",""religion"":""christian"",""start_date"":""1986""}"
2,"hall_centre_house_site","NZ","n7569155135","Mount Community Worship Centre","christian","","","place_of_worship","","-37.6752","176.2313","{""amenity"":""place_of_worship"",""name"":""Mount Community Worship Centre"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w324206071","Mount Wellington Community Church","christian","brethren","1, Waipuna Road, Mt Wellington, Auckland, 1060","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""1"",""addr:postcode"":""1060"",""addr:street"":""Waipuna Road"",""addr:suburb"":""Mt Wellington"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""brethren"",""name"":""Mount Wellington Community Church"",""note"":""Church office: 5A Waipuna Road, Mt Wellington, Auckland"",""religion"":""christian"",""service_times"":""Su 10:00"",""start_date"":""1996"",""website"":""https://www.mwcc.org.nz/""}"
2,"hall_centre_house_site","NZ","w406896612","MountainView Community Church / Darfield Life Church","christian","pentecostal","17, North Terrace, Darfield, Darfield, 7510","place_of_worship","yes","NA","NA","{""addr:city"":""Darfield"",""addr:housenumber"":""17"",""addr:postcode"":""7510"",""addr:street"":""North Terrace"",""addr:suburb"":""Darfield"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""pentecostal"",""email"":""info@leestonnewlife.co.nz"",""name"":""MountainView Community Church / Darfield Life Church"",""phone"":""+64 3 324 3697"",""ref:linz:address_id"":""3146704"",""religion"":""christian"",""service_times"":""Su[1] 10:30; Su[2-5] 18:30"",""website"":""http://www.selwynlifechurches.co.nz/""}"
2,"hall_centre_house_site","NZ","w622928468","Naenae for Christ community church","christian","christian","160B, Naenae Road, Naenae, Lower Hutt, Wellington, 5011","place_of_worship","yes","NA","NA","{""addr:city"":""Wellington"",""addr:housenumber"":""160B"",""addr:postcode"":""5011"",""addr:street"":""Naenae Road"",""addr:suburb"":""Naenae, Lower Hutt"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""christian"",""name"":""Naenae for Christ community church"",""religion"":""christian"",""start_date"":""2013"",""website"":""https://www.nfccc.nz/""}"
2,"hall_centre_house_site","NZ","n3702073524","Nawawi Centre","muslim","sunni","201, Peterborough Street, Christchurch Central, Christchurch, 8013","place_of_worship","","-43.525","172.6422","{""addr:city"":""Christchurch"",""addr:country"":""NZ"",""addr:housenumber"":""201"",""addr:postcode"":""8013"",""addr:street"":""Peterborough Street"",""addr:suburb"":""Christchurch Central"",""amenity"":""place_of_worship"",""denomination"":""sunni"",""name"":""Nawawi Centre"",""ref:linz:address_id"":""227918"",""religion"":""muslim"",""website"":""https://nawawicenter.org/""}"
2,"hall_centre_house_site","NZ","w725228852","New Hope Community Church","christian","","603, Williams Street, Mahora, Hastings, 4120","place_of_worship","yes","NA","NA","{""addr:city"":""Hastings"",""addr:housenumber"":""603"",""addr:postcode"":""4120"",""addr:street"":""Williams Street"",""addr:suburb"":""Mahora"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""New Hope Community Church"",""ref:linz:address_id"":""611504"",""religion"":""christian"",""start_date"":""2011"",""website"":""http://newhopechurch.net.nz/""}"
2,"hall_centre_house_site","NZ","n3700492108","New Lynn Islamic Centre","muslim","sunni","13, Ward Street, New Lynn, Auckland, 0600","place_of_worship","","-36.9081","174.689","{""addr:city"":""Auckland"",""addr:housenumber"":""13"",""addr:postcode"":""0600"",""addr:street"":""Ward Street"",""addr:suburb"":""New Lynn"",""amenity"":""place_of_worship"",""contact:facebook"":""NewLynnIslamicCentre"",""denomination"":""sunni"",""email"":""abubakar7860@hotmail.com"",""mobile"":""+64 27 487 6429;+64 27 430 0177"",""name"":""New Lynn Islamic Centre"",""ref:linz:address_id"":""1027022"",""religion"":""muslim"",""website"":""https://newlynnislamiccentre.co.nz""}"
2,"hall_centre_house_site","NZ","n6672776063","NewHope Community Church","christian","","25, Kilkenny Drive, Auckland, 2016","place_of_worship","","-36.9261","174.9216","{""addr:city"":""Auckland"",""addr:housenumber"":""25"",""addr:postcode"":""2016"",""addr:street"":""Kilkenny Drive"",""amenity"":""place_of_worship"",""name"":""NewHope Community Church"",""religion"":""christian"",""website"":""https://newhope.net.nz/""}"
2,"hall_centre_house_site","NZ","w463185301","Ngamotu Church Mission House","unknown","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Ngamotu Church Mission House""}"
2,"hall_centre_house_site","NZ","w671932384","Ngaruawahia Community Church","christian","assemblies_of_god","28, Galileo Street, Ngāruawāhia, Ngāruawāhia, 3720","place_of_worship","yes","NA","NA","{""addr:city"":""Ngāruawāhia"",""addr:housenumber"":""28"",""addr:postcode"":""3720"",""addr:street"":""Galileo Street"",""addr:suburb"":""Ngāruawāhia"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""assemblies_of_god"",""name"":""Ngaruawahia Community Church"",""ref:linz:address_id"":""648866"",""religion"":""christian"",""start_date"":""1928""}"
2,"hall_centre_house_site","NZ","w336628934","Niue Hall","unknown","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Niue Hall""}"
2,"hall_centre_house_site","NZ","n3683200835","North Shore Islamic Centre","muslim","sunni","9 B, Kaimahi Road, Auckland, 0620","place_of_worship","","-36.767","174.7369","{""addr:city"":""Auckland"",""addr:housenumber"":""9 B"",""addr:postcode"":""0620"",""addr:street"":""Kaimahi Road"",""amenity"":""place_of_worship"",""contact:facebook"":""northshireislam"",""contact:phone"":""+64 9 441 2493"",""denomination"":""sunni"",""email"":""secretary@northshoreislamiccentre.org"",""name"":""North Shore Islamic Centre"",""religion"":""islamic"",""website"":""http://isnorthshore.org""}"
2,"hall_centre_house_site","NZ","w320488974","Northcross Your Community Church","christian","baptist","826A, East Coast Road, Oteha, Auckland, 0630","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""826A"",""addr:postcode"":""0630"",""addr:street"":""East Coast Road"",""addr:suburb"":""Oteha"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""baptist"",""name"":""Northcross Your Community Church"",""ref:linz:address_id"":""1051666"",""religion"":""christian"",""service_times"":""Su 10:00; Su 17:30"",""start_date"":""2008"",""website"":""https://www.northcross.org.nz/""}"
2,"hall_centre_house_site","NZ","w522427616","Northgate Community Church","christian","","97c, Borman Road, Rototuna, Hamilton, 3281","place_of_worship","yes","NA","NA","{""addr:city"":""Hamilton"",""addr:housenumber"":""97c"",""addr:postcode"":""3281"",""addr:street"":""Borman Road"",""addr:suburb"":""Rototuna"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Northgate Community Church"",""religion"":""christian"",""start_date"":""2010""}"
2,"hall_centre_house_site","NZ","n7185791572","Oasis Community Church","christian","pentecostal","1, Ida Road, Gisborne, 4010","place_of_worship","","-38.6762","178.0487","{""addr:city"":""Gisborne"",""addr:housenumber"":""1"",""addr:postcode"":""4010"",""addr:street"":""Ida Road"",""amenity"":""place_of_worship"",""denomination"":""pentecostal"",""name"":""Oasis Community Church"",""name:en"":""Mega Life Church"",""religion"":""christian"",""start_date"":""1986""}"
2,"hall_centre_house_site","NZ","w353588147","Omokoroa Community Church","christian","anglican;methodist;presbyterian","139, Hamurana Road, Ōmokoroa, Ōmokoroa, 3114","place_of_worship","yes","NA","NA","{""addr:city"":""Ōmokoroa"",""addr:housenumber"":""139"",""addr:postcode"":""3114"",""addr:street"":""Hamurana Road"",""addr:suburb"":""Ōmokoroa"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""anglican;methodist;presbyterian"",""layer"":""1"",""name"":""Omokoroa Community Church"",""ref:linz:address_id"":""1374120"",""religion"":""christian"",""start_date"":""1972""}"
2,"hall_centre_house_site","NZ","w188563031","Onehunga Islamic Centre","muslim","sunni","140, Church Street, Onehunga, Auckland, 1061","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""140"",""addr:postcode"":""1061"",""addr:street"":""Church Street"",""addr:suburb"":""Onehunga"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""sunni"",""name"":""Onehunga Islamic Centre"",""note"":""Corner with Spring Street"",""ref:linz:address_id"":""1151917"",""religion"":""muslim""}"
2,"hall_centre_house_site","NZ","w397049901","Onslow Community Church","christian","","4, Ngatoto Street, Ngaio, Wellington, 6035","place_of_worship","yes","NA","NA","{""addr:city"":""Wellington"",""addr:housenumber"":""4"",""addr:postcode"":""6035"",""addr:street"":""Ngatoto Street"",""addr:suburb"":""Ngaio"",""amenity"":""place_of_worship"",""building"":""yes"",""contact:email"":""contact@onslowcc.org.nz"",""contact:phone"":""+6444797292"",""contact:website"":""http://www.onslowcc.org.nz"",""name"":""Onslow Community Church"",""ref:linz:address_id"":""362190"",""religion"":""christian"",""website"":""www.onslowcc.org.nz""}"
2,"hall_centre_house_site","NZ","w440729519","Opawa Community Church","christian","methodist","158, Opawa Road, Hillsborough, Christchurch, 8023","place_of_worship","yes","NA","NA","{""addr:city"":""Christchurch"",""addr:country"":""NZ"",""addr:housenumber"":""158"",""addr:postcode"":""8023"",""addr:street"":""Opawa Road"",""addr:suburb"":""Hillsborough"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""methodist"",""email"":""opawacc@xtra.co.nz"",""name"":""Opawa Community Church"",""phone"":""+64 3 332 8573"",""ref:linz:address_id"":""253164"",""religion"":""christian"",""service_times"":""Su 10:00""}"
2,"hall_centre_house_site","NZ","w339534240","Orewa Community Church","christian","nondenominational","235, Hibiscus Coast Highway, Red Beach, Red Beach, 0932","place_of_worship","yes","NA","NA","{""addr:city"":""Red Beach"",""addr:housenumber"":""235"",""addr:postcode"":""0932"",""addr:street"":""Hibiscus Coast Highway"",""addr:suburb"":""Red Beach"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""nondenominational"",""name"":""Orewa Community Church"",""ref:linz:address_id"":""1520643"",""religion"":""christian"",""source"":""Auckland Council"",""start_date"":""1950"",""wheelchair"":""limited""}"
2,"hall_centre_house_site","NZ","n6689713251","Ormiston Community Baptist Church","christian","baptist","275, Ormiston Road, Flat Bush, Auckland, 2016","place_of_worship","","-36.9681","174.918","{""addr:city"":""Auckland"",""addr:housenumber"":""275"",""addr:place"":""Ormiston Senior College building"",""addr:postcode"":""2016"",""addr:street"":""Ormiston Road"",""addr:suburb"":""Flat Bush"",""amenity"":""place_of_worship"",""denomination"":""baptist"",""name"":""Ormiston Community Baptist Church"",""religion"":""christian"",""start_date"":""2013"",""website"":""https://ormistonbaptist.org.nz""}"
2,"hall_centre_house_site","NZ","w323788810","Otahuhu Community Baptist Church","christian","baptist","45, Mason Avenue, Ōtāhuhu, Auckland, 1062","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""45"",""addr:postcode"":""1062"",""addr:street"":""Mason Avenue"",""addr:suburb"":""Ōtāhuhu"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""baptist"",""name"":""Otahuhu Community Baptist Church"",""religion"":""christian"",""start_date"":""1878"",""website"":""https://www.ocbc.church/""}"
2,"hall_centre_house_site","NZ","w342685138","Otara Kingdom Hall of Jehovah's Witnesses","unknown","","152, Dawson Road, Clover Park","place_of_worship","yes","NA","NA","{""addr:housenumber"":""152"",""addr:street"":""Dawson Road"",""addr:suburb"":""Clover Park"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Otara Kingdom Hall of Jehovah's Witnesses"",""ref:linz:address_id"":""1237119"",""website"":""https://www.jw.org/""}"
2,"hall_centre_house_site","NZ","w672790495","Paeroa Elim Church / Paeroa Elim Christian Centre","christian","pentecostal","77, Station Road, Paeroa, Paeroa, 3600","place_of_worship","yes","NA","NA","{""addr:city"":""Paeroa"",""addr:housenumber"":""77"",""addr:postcode"":""3600"",""addr:street"":""Station Road"",""addr:suburb"":""Paeroa"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""pentecostal"",""name"":""Paeroa Elim Church / Paeroa Elim Christian Centre"",""ref:linz:address_id"":""728044"",""religion"":""christian"",""start_date"":""1976""}"
2,"hall_centre_house_site","NZ","w368408185","Palmerston North Islamic Centre","muslim","sunni","81, Cook Street, Palmerston North, Palmerston North, 4410","place_of_worship","yes","NA","NA","{""addr:city"":""Palmerston North"",""addr:housenumber"":""81"",""addr:postcode"":""4410"",""addr:street"":""Cook Street"",""addr:suburb"":""Palmerston North"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""sunni"",""name"":""Palmerston North Islamic Centre"",""operator"":""Manawatu Muslims Association"",""ref:linz:address_id"":""532454"",""religion"":""muslim"",""website"":""https://www.manawatumuslims.org.nz/""}"
2,"hall_centre_house_site","NZ","w425040599","Papatoetoe Islamic Centre","muslim","sunni","63, Park Avenue, Papatoetoe, Auckland, 2025","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""63"",""addr:postcode"":""2025"",""addr:street"":""Park Avenue"",""addr:suburb"":""Papatoetoe"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""sunni"",""name"":""Papatoetoe Islamic Centre"",""ref:linz:address_id"":""1188258"",""religion"":""muslim""}"
2,"hall_centre_house_site","NZ","w134382267","Papatoetoe Seventh-Day Adventist Church / Calvary Community Seventh Day Adventist Church","christian","seventh_day_adventist","16, Puhinui Road, Manukau, 2104","place_of_worship","yes","NA","NA","{""addr:city"":""Manukau"",""addr:housenumber"":""16"",""addr:postcode"":""2104"",""addr:street"":""Puhinui Road"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""seventh_day_adventist"",""email"":""info@papsda.co.nz"",""name"":""Papatoetoe Seventh-Day Adventist Church / Calvary Community Seventh Day Adventist Church"",""note"":""Postal address: PO Box 23231, Hunters Corner, Auckland 2155"",""phone"":""+64 9 278 7786"",""religion"":""christian"",""service_times"":""Saturday 11am to 12.30pm""}"
